transaction_id,customer_id,product_id,amount,payment_mode,date,name,age_x,gender_x,city,signup_date,income,product_name,price,stock,amount_missing_flag,zscore,days_since_last_purchase,payment_mode_label,payment_mode_ordinal,category_Audio,category_Computer,category_Electronics,category_Mobile Accessories,category_Networking,category_Storage,category_Wearable,income_bin,amount_std,amount_minmax,amount_robust,amount_norm,amount_maxabs,purchase_per_day,log_amount,sqrt_amount,amount_power,high_value_customer
T1022,250.0,P001,7737.0,UPI,2025-12-25,Customer_149,45.0,,Bangalore,2023-05-30,64261.0,Earphones,499.0,50.0,0.0,-0.2511188180606454,7,3,3.0,False,False,True,False,False,False,False,"(7159.5, 14833.0]",-0.8177688015696363,0.247067302478055,-0.4747123360984747,1.0,0.26444049490737576,967.125,8.953898535260459,87.960218280766,-0.7388958676654263,0
T1023,128.0,P015,28576.0,Credit Card,2025-10-30,Customer_27,59.0,Male,Bangalore,2023-01-28,143633.0,Router,1999.0,30.0,0.0,0.17023439491419282,63,1,1.0,False,False,False,False,True,False,False,"(22107.5, 29258.0]",1.6185690932041283,0.9761395799586464,0.9193872089911694,1.0,0.9766901360311709,446.5,10.260357477464831,169.0443728729235,1.4741692892002165,1
T1024,237.0,P018,23806.0,Cash,2025-09-28,Customer_136,40.0,Male,Mumbai,2023-05-17,58102.0,Fitness Band,2499.0,50.0,0.0,0.07378759680056077,95,0,0.0,False,False,False,False,False,False,True,"(22107.5, 29258.0]",1.0608968556653378,0.8092565834817319,0.6002809740433502,1.0,0.8136578029940529,247.97916666666666,10.077734934062509,154.29193109168088,1.024812070153555,1
T1025,294.0,P013,26894.0,Debit Card,2025-05-23,Customer_193,43.0,Female,Mumbai,2023-07-13,106188.0,Monitor,8999.0,25.0,0.0,0.1362252723927821,223,2,2.0,False,True,False,False,False,False,False,"(22107.5, 29258.0]",1.4219224048309114,0.9172932067774787,0.8068637944875569,1.0,0.9192015858910384,120.0625,10.199695674707343,163.99390232566574,1.3182139533790984,1
T1026,174.0,P003,9701.0,UPI,2025-06-29,Customer_73,35.0,Male,Bangalore,2023-03-15,52479.0,Smart Watch,1299.0,25.0,0.0,-0.21140780936144762,186,3,3.0,False,False,False,False,False,False,True,"(7159.5, 14833.0]",-0.5881528111029308,0.31577971444465047,-0.3433235215413433,1.0,0.331567434547816,51.87700534759358,9.180087328805161,98.49365461794989,-0.48985156060779983,0
T1027,132.0,P005,27057.0,UPI,2025-11-21,Customer_31,20.0,Male,Delhi,2023-02-01,114297.0,Headphones,1999.0,30.0,0.0,0.13952104348136116,41,3,3.0,True,False,False,False,False,False,False,"(22107.5, 29258.0]",1.4409791290906226,0.9229959171392684,0.8177682633128178,1.0,0.9247727117369609,644.2142857142857,10.205737989163305,164.4901212839239,1.3334402617326377,1
T1028,213.0,P002,2321.0,Cash,2025-07-03,Customer_112,52.0,Male,,2023-04-23,80566.0,Bluetooth Speaker,699.0,40.0,0.0,-0.36062738380140663,182,0,0.0,True,False,False,False,False,False,False,"(675.099, 7159.5]",-1.4509664616346445,0.05758338027282046,-0.837035054856837,1.0,0.0793287306035956,12.683060109289617,7.7501841622578365,48.176757881783615,-1.549943639373658,0
T1029,234.0,P008,23288.0,Credit Card,2025-11-06,Customer_133,21.0,Female,Bangalore,2023-05-14,123033.0,Gaming Mouse,999.0,45.0,0.0,0.06331391935342001,56,1,1.0,False,True,False,False,False,False,False,"(22107.5, 29258.0]",1.0003362227418382,0.7911338597553081,0.5656275086968157,1.0,0.7959532435573177,408.56140350877195,10.05573642507379,152.6040628554823,0.9746152343842361,1
T1030,236.0,P003,18366.0,Credit Card,2025-11-07,Customer_135,54.0,,Ahmedabad,2023-05-16,43714.0,Smart Watch,1299.0,25.0,0.0,-0.03620623584894831,55,1,1.0,False,False,False,False,False,False,True,"(14833.0, 22107.5]",0.4248932975498198,0.6189329984011418,0.23635268932298636,1.0,0.6277257502221615,327.9642857142857,9.818310855128535,135.52121605121465,0.48118641747742424,0
T1031,195.0,P012,24384.0,Cash,2025-08-20,Customer_94,22.0,Female,Bangalore,2023-04-05,5.0,Smartphone,24999.0,20.0,0.0,0.0854744415195711,134,0,0.0,False,False,True,False,False,False,False,"(22107.5, 29258.0]",1.1284722337151116,0.8294784643965446,0.6389483542948889,1.0,0.8334130836010664,180.62222222222223,10.101723468144153,156.1537703675451,1.0804764956767445,1
T1032,107.0,P007,675.1,UPI,2025-05-03,Customer_6,41.0,Female,Mumbai,2023-01-07,24000.0,Laptop Stand,1499.0,35.0,0.0,-0.39514199268609634,243,3,3.0,False,True,False,False,False,False,False,"(675.099, 7159.5]",-1.6433926116902202,0.0,-0.9471434305592721,1.0,0.023074031034247044,2.7668032786885246,6.516340994096632,25.98268654315793,-1.8919789775934,0
T1033,282.0,P011,14826.0,Debit Card,2025-01-22,Customer_181,54.0,Female,Delhi,2023-07-01,54578.0,Tablet,15999.0,15.0,0.0,-0.10778310488925386,344,2,2.0,False,False,True,False,False,False,False,"(7159.5, 14833.0]",0.011023335099648172,0.4950827242861991,-0.0004682900722504683,1.0,0.5067332011757468,42.97391304347826,9.604205122018026,121.76206305742359,0.10392245126942089,0
T1034,137.0,P007,8790.0,Credit Card,2025-11-11,Customer_36,56.0,Female,Ahmedabad,2023-02-06,95353.0,Laptop Stand,1499.0,35.0,0.0,-0.22982773243933416,51,1,1.0,False,True,False,False,False,False,False,"(7159.5, 14833.0]",-0.6946600246035258,0.2839075111342796,-0.4042681295156543,1.0,0.3004306514457584,169.03846153846155,9.081483749851179,93.75499986667377,-0.6034896677815723,0
T1035,123.0,P016,17269.0,Debit Card,2025-10-25,Customer_22,50.0,Male,Delhi,2023-01-23,58494.0,SSD 512GB,3999.0,40.0,0.0,-0.05838697746963057,68,2,2.0,False,False,False,False,False,True,False,"(14833.0, 22107.5]",0.2966403741577751,0.5805534078067655,0.16296494514316295,1.0,0.5902317314922414,250.2753623188406,9.756726171140725,131.4115672229808,0.3665658511920316,0
T1036,206.0,P011,22867.0,Cash,2025-03-19,Customer_105,40.0,Male,Mumbai,2023-04-16,71934.0,Tablet,15999.0,15.0,0.0,0.054801528995801756,288,0,0.0,False,False,True,False,False,False,False,"(22107.5, 29258.0]",0.9511160944391482,0.7764047734834463,0.5374632057800375,1.0,0.7815640166791988,79.12456747404845,10.037493832383863,151.2183851256189,0.933595860774604,1
T1037,128.0,P007,933.0,Cash,2025-08-31,Customer_27,59.0,Male,Bangalore,2023-01-28,143633.0,Laptop Stand,1499.0,35.0,0.0,-0.38869198669065635,123,0,0.0,False,True,False,False,False,False,False,"(675.099, 7159.5]",-1.6132408988891187,0.009022877314758121,-0.9298902863259298,1.0,0.03188871419782623,7.524193548387097,6.839476438228843,30.54504869860253,-1.8297131713350328,0
T1038,248.0,P014,6068.0,Debit Card,2025-08-03,Customer_147,59.0,Male,Ahmedabad,2023-05-28,92592.0,Printer,6999.0,10.0,0.0,-0.284865087673151,151,2,2.0,False,True,False,False,False,False,False,"(675.099, 7159.5]",-1.0128956284988273,0.18867574668770484,-0.5863660690393364,1.0,0.2073962676874701,39.921052631578945,8.710949125835855,77.89736837660179,-0.964334100941938,0
T1039,285.0,P008,2726.0,Cash,2025-08-16,Customer_184,19.0,Male,Ahmedabad,2023-07-04,80566.0,Gaming Mouse,999.0,45.0,0.0,-0.3524385047162869,138,0,0.0,False,True,False,False,False,False,False,"(675.099, 7159.5]",-1.4036169320322944,0.07175269129444528,-0.8099411292480599,1.0,0.09317109850297355,19.611510791366907,7.910957382845589,52.21110992882645,-1.4782021549055198,0
T1040,127.0,P017,17443.0,UPI,2025-09-27,Customer_26,44.0,Male,Ahmedabad,2023-01-27,112658.0,Hard Drive 1TB,4999.0,35.0,0.0,-0.05486879238120877,96,3,3.0,False,False,False,False,False,True,False,"(14833.0, 22107.5]",0.31698313502396996,0.5866409636530932,0.1746052983676746,1.0,0.5961788228860483,179.82474226804123,9.766751028962657,132.07195008782145,0.38487461342909307,0
T1041,233.0,P009,4431.0,UPI,2025-06-09,Customer_132,49.0,Female,Delhi,2023-05-13,146174.0,USB Cable,199.0,100.0,0.0,-0.31796433474065955,206,3,3.0,False,False,False,False,False,False,False,"(675.099, 7159.5]",-1.204281258027339,0.13140374139782873,-0.6958790473641959,1.0,0.15144575842504615,21.405797101449274,8.39660622842712,66.56575696257048,-1.2025411877834287,0
T1042,232.0,P013,10235.0,UPI,2025-09-27,Customer_131,56.0,Female,Ahmedabad,2023-05-12,108461.0,Monitor,8999.0,25.0,0.0,-0.20061062064180832,96,3,3.0,False,True,False,False,False,False,False,"(7159.5, 14833.0]",-0.5257215794790914,0.3344622134213113,-0.3075996788868076,1.0,0.34981885296329207,105.51546391752578,9.23366619727968,101.16817681464859,-0.42458611244931493,0
T1043,283.0,P002,14833.0,Debit Card,2025-09-28,Customer_182,41.0,Male,Mumbai,2023-07-02,92124.0,Bluetooth Speaker,699.0,40.0,0.0,-0.10764156870753575,95,2,2.0,True,False,False,False,False,False,False,"(7159.5, 14833.0]",0.011841722031046817,0.49532762595817775,0.0,1.0,0.5069724519789459,154.51041666666666,9.604677122296504,121.79080425056729,0.10469096430941977,0
T1044,185.0,P014,7014.0,UPI,2025-12-26,Customer_84,41.0,Male,Bangalore,2023-03-26,131888.0,Printer,6999.0,10.0,0.0,-0.2657374836866739,6,3,3.0,False,True,False,False,False,False,False,"(675.099, 7159.5]",-0.9022964803412391,0.22177245835796924,-0.5230800107037731,1.0,0.23972930480552326,1002.0,8.855805992536562,83.74962686484042,-0.8347552665847581,0
T1045,249.0,P010,18611.0,Debit Card,2025-08-26,Customer_148,23.0,Female,Mumbai,2023-05-29,97052.0,Wireless Charger,1299.0,50.0,0.0,-0.031252469488814175,128,2,2.0,False,False,False,True,False,False,False,"(14833.0, 22107.5]",0.4535368401487724,0.6275045569203963,0.2527428418517527,1.0,0.6360995283341309,144.27131782945736,9.831561812964539,136.42213896578517,0.5065298513031629,0
T1046,195.0,P019,14477.0,Debit Card,2025-07-24,Customer_94,22.0,Female,Bangalore,2023-04-05,5.0,Webcam,1499.0,25.0,0.0,-0.11483969452062862,161,2,2.0,False,True,False,False,False,False,False,"(7159.5, 14833.0]",-0.029779099051512818,0.4828726266404038,-0.023815895103023815,1.0,0.4948048397019619,89.3641975308642,9.580385534853086,120.3204055844228,0.06548116692188949,0
T1047,102.0,P012,17978.0,Cash,2025-10-19,Customer_1,46.0,Female,Mumbai,2023-01-02,79275.0,Smartphone,24999.0,20.0,0.0,-0.0440513842070383,74,0,0.0,False,False,True,False,False,False,False,"(14833.0, 22107.5]",0.3795312790665807,0.6053584485828939,0.2103960396039604,1.0,0.6144644199876956,239.70666666666668,9.796959689126295,134.08206442324789,0.44086301010317874,0
T1048,167.0,P013,9465.0,Credit Card,2025-01-18,Customer_66,32.0,Male,Mumbai,2023-03-08,57841.0,Monitor,8999.0,25.0,0.0,-0.21617960063080133,348,1,1.0,False,True,False,False,False,False,False,"(7159.5, 14833.0]",-0.6157441419329422,0.3075230295036543,-0.3591115868343591,1.0,0.32350126461138834,27.120343839541547,9.155461710466193,97.28823155962904,-0.5190028532473892,0
T1049,266.0,P005,26320.0,Unknown,2025-04-28,Customer_165,25.0,Female,Bangalore,2023-06-15,48295.0,Headphones,1999.0,30.0,0.0,0.1246193054918964,248,4,4.0,True,False,False,False,False,False,False,"(22107.5, 29258.0]",1.3548146764562223,0.8972112696752252,0.7684640085630184,1.0,0.89958302002871,105.70281124497993,10.178122378638475,162.23439832538597,1.2643951293569207,1
T1050,242.0,P006,1553.0,Debit Card,2025-11-07,Customer_141,30.0,Male,Mumbai,2023-05-22,1000000.0,Power Bank,2599.0,20.0,0.0,-0.3761559248813373,55,2,2.0,False,False,False,True,False,False,False,"(675.099, 7159.5]",-1.540755199250953,0.030714168261443027,-0.8884131656408885,1.0,0.05307949962403445,27.732142857142858,7.348587530927593,39.408120990476064,-1.69633069429476,0
T1051,193.0,P010,24360.0,Cash,2025-12-28,Customer_92,52.0,Male,,2023-04-03,86234.0,Wireless Charger,1299.0,50.0,0.0,0.08498917461082328,4,0,0.0,False,False,False,True,False,False,False,"(22107.5, 29258.0]",1.125666335664602,0.8286388015211891,0.6373427883328874,1.0,0.8325927951329551,4872.0,10.100738771884387,156.07690412101337,1.078172310239991,1
T1052,212.0,P017,10128.0,Unknown,2025-08-09,Customer_111,44.0,Female,Delhi,2023-04-22,28335.0,Hard Drive 1TB,4999.0,35.0,0.0,-0.20277410227664242,145,4,4.0,False,False,False,False,False,True,False,"(7159.5, 14833.0]",-0.5382312082876135,0.33071871643535117,-0.31475782713406475,1.0,0.3461617335429626,69.36986301369863,9.223157875686796,100.637965003273,-0.43758853371244544,0
T1053,267.0,P002,24462.0,Credit Card,2025-10-22,Customer_166,44.0,Male,Ahmedabad,2023-06-16,33807.0,Bluetooth Speaker,699.0,40.0,0.0,0.08705155897300157,71,1,1.0,True,False,False,False,False,False,False,"(22107.5, 29258.0]",1.137591402379268,0.8322073687414502,0.6441664436713942,1.0,0.836079021122428,339.75,10.104917050943584,156.4033247728449,1.087960874574031,1
T1054,185.0,P015,5868.0,UPI,2025-12-12,Customer_84,41.0,Male,Bangalore,2023-03-26,131888.0,Router,1999.0,30.0,0.0,-0.28890897857938297,20,3,3.0,False,False,False,False,True,False,False,"(675.099, 7159.5]",-1.0362781122530742,0.18167855605974198,-0.5997457853893498,1.0,0.20056053045320937,279.42857142857144,8.677439540558334,76.60287200882223,-0.9924076409152414,0
T1055,188.0,P003,26483.0,Cash,2025-08-18,Customer_87,41.0,Female,,2023-03-29,61555.0,Smart Watch,1299.0,25.0,0.0,0.12791507658047543,136,0,0.0,False,False,False,False,False,False,True,"(22107.5, 29258.0]",1.3738714007159336,0.902913980037015,0.7793684773882794,1.0,0.9051541458746326,193.3065693430657,10.184296056044737,162.73598249926167,1.2797101048006394,1
T1056,241.0,P015,5800.0,Cash,2025-03-10,Customer_140,53.0,,Bangalore,2023-05-21,26801.0,Router,1999.0,30.0,0.0,-0.2902839014875018,297,0,0.0,False,False,False,False,True,False,False,"(675.099, 7159.5]",-1.0442281567295182,0.1792995112462346,-0.6042948889483543,1.0,0.19823637979356074,19.463087248322147,8.665785595466064,76.15773105863909,-1.0020111969967578,0
T1057,116.0,P017,25762.0,UPI,2025-11-16,Customer_15,39.0,Male,Ahmedabad,2023-01-16,131783.0,Hard Drive 1TB,4999.0,35.0,0.0,0.11333684986350925,46,3,3.0,False,False,False,False,False,True,False,"(22107.5, 29258.0]",1.2895775467818733,0.8776891078232089,0.7311345999464811,1.0,0.8805113131451227,548.1276595744681,10.156694633064722,160.50545162080945,1.2117719080912313,1
T1058,122.0,P001,972.0,Debit Card,2025-07-02,Customer_21,38.0,Female,Mumbai,2023-01-22,106027.0,Earphones,499.0,50.0,0.0,-0.38790342796394117,183,2,2.0,False,False,True,False,False,False,False,"(675.099, 7159.5]",-1.6086813145570404,0.010387329487210883,-0.9272812416376773,1.0,0.033221682958507075,5.282608695652174,6.880384082186005,31.176914536239792,-1.820730849227609,0
T1059,222.0,P002,19545.0,Credit Card,2025-05-26,Customer_121,31.0,Male,Bangalore,2023-05-02,80566.0,Bluetooth Speaker,699.0,40.0,0.0,-0.01236749895671096,220,1,1.0,True,False,False,False,False,False,False,"(14833.0, 22107.5]",0.5627330392811057,0.6601814371529829,0.3152261172063152,1.0,0.6680224212181284,88.43891402714932,9.880525940898782,139.80343343423294,0.6023330949699133,0
T1060,202.0,P005,25396.0,UPI,2025-08-07,Customer_101,120.0,Female,Delhi,2023-04-12,89896.0,Headphones,1999.0,30.0,0.0,0.10593652950510479,147,3,3.0,True,False,False,False,False,False,False,"(22107.5, 29258.0]",1.2467876015116013,0.8648842489740368,0.7066497190259566,1.0,0.8680019140064256,171.59459459459458,10.142386335794844,159.3612248948909,1.1770885265563606,1
T1061,129.0,P009,2722.0,UPI,2025-05-07,Customer_28,45.0,,Ahmedabad,2023-01-29,120386.0,USB Cable,199.0,100.0,0.0,-0.35251938253441156,239,3,3.0,False,False,False,False,False,False,False,"(675.099, 7159.5]",-1.4040845817073795,0.07161274748188601,-0.8102087235750602,1.0,0.09303438375828833,11.341666666666667,7.909489492673759,52.172789842982326,-1.4788959874717604,0
T1062,282.0,P004,24111.0,Credit Card,2025-03-25,Customer_181,54.0,Female,Delhi,2023-07-01,54578.0,Keyboard,899.0,60.0,0.0,0.0799545304325645,282,1,1.0,False,True,False,False,False,False,False,"(22107.5, 29258.0]",1.0965551433905645,0.8199272991893753,0.6206850414771207,1.0,0.8240823022763005,85.19787985865725,10.090464920866276,155.2771715352904,1.0542300766911363,1
T1063,269.0,P011,1878.0,Cash,2025-01-24,Customer_168,54.0,Male,Mumbai,2023-06-18,46432.0,Tablet,15999.0,15.0,0.0,-0.3695846021587104,342,0,0.0,False,False,True,False,False,False,False,"(675.099, 7159.5]",-1.5027586631503016,0.042084603031882696,-0.8666711265721166,1.0,0.06418757262970812,5.475218658892128,7.538494999413465,43.3358973600409,-1.632432238262987,0
T1064,217.0,P004,13758.0,Cash,2025-12-10,Customer_116,31.0,,Mumbai,2023-04-27,109112.0,Keyboard,899.0,60.0,0.0,-0.12937748232853247,22,0,0.0,False,True,False,False,False,False,False,"(7159.5, 14833.0]",-0.11383912814803072,0.45771772633287733,-0.07191597538132191,1.0,0.4702303643447946,598.1739130434783,9.529448434427817,117.2945011498834,-0.014514545242813185,0
T1065,260.0,P017,17119.0,Cash,2025-07-09,Customer_159,44.0,Female,Bangalore,2023-06-09,144097.0,Hard Drive 1TB,4999.0,35.0,0.0,-0.06141989564930453,176,0,0.0,False,False,False,False,False,True,False,"(14833.0, 22107.5]",0.2791035113420899,0.5753055148357933,0.15293015788065292,1.0,0.585104928566546,96.71751412429379,9.748002649695733,130.83959645306157,0.3507424334026769,0
T1066,168.0,P007,9044.0,UPI,2025-04-20,Customer_67,41.0,Female,Delhi,2023-03-09,90640.0,Laptop Stand,1499.0,35.0,0.0,-0.22469199098841958,256,3,3.0,False,True,False,False,False,False,False,"(7159.5, 14833.0]",-0.6649642702356322,0.2927939432317924,-0.3872758897511373,1.0,0.3091120377332695,35.190661478599225,9.109967397829395,95.09994742374992,-0.5714988528546505,0
T1067,197.0,P013,11321.0,Credit Card,2025-10-18,Customer_96,56.0,Male,Mumbai,2023-04-07,36779.0,Monitor,8999.0,25.0,0.0,-0.1786522930209688,75,1,1.0,False,True,False,False,False,False,False,"(7159.5, 14833.0]",-0.39875469269353025,0.37245695853114974,-0.23494781910623494,1.0,0.3869369061453278,148.96052631578948,9.334503014596605,106.40018796975878,-0.2946117008804344,0
T1068,195.0,P016,2397.0,Unknown,2025-09-01,Customer_94,22.0,Female,Bangalore,2023-04-05,5.0,SSD 512GB,3999.0,40.0,0.0,-0.3590907052570385,122,4,4.0,False,False,False,False,False,True,False,"(675.099, 7159.5]",-1.4420811178080308,0.060242312711446346,-0.8319507626438319,1.0,0.08192631075261467,19.48780487804878,7.7823903355874595,48.95916665957459,-1.5362387484777198,0
